FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Phase_I_PheWAS	Importance	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
25029						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in caudate (right)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in right caudate (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25029
25030						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in putamen (left)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in left putamen (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25030
25031						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in putamen (right)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in right putamen (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25031
25032						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in pallidum (left)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in left pallidum (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25032
25033						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in pallidum (right)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in right pallidum (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25033
25034						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in hippocampus (left)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in left hippocampus (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25034
25035						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in hippocampus (right)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in right hippocampus (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25035
25036						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in amygdala (left)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in left amygdala (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25036
25037						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in amygdala (right)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in right amygdala (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25037
25038						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in accumbens (left)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in left accumbens (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25038
25039						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI	109	Median T2star in accumbens (right)	35962	37331	Accruing	Continuous	ms	Data	Derived	Unisex	2	1		Median T2star in right accumbens (from SWI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25039
25040						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI	106	Median BOLD effect (in group-defined mask) for shapes activation	32983	34277	Accruing	Continuous	percent	Data	Derived	Unisex	2	1		Median BOLD (blood-oxygen-level dependent) effect (in group-defined mask) for shapes activation (in task fMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25040
25042						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI	106	Median z-statistic (in group-defined mask) for shapes activation	32983	34277	Accruing	Continuous	Z	Data	Derived	Unisex	2	1		Median z-statistic (in group-defined mask) for shapes activation (in task fMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25042
25044						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI	106	Median BOLD effect (in group-defined mask) for faces activation	32983	34277	Accruing	Continuous	percent	Data	Derived	Unisex	2	1		Median BOLD (blood-oxygen-level dependent) effect (in group-defined mask) for faces activation (in task fMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25044
25046						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI	106	Median z-statistic (in group-defined mask) for faces activation	32983	34277	Accruing	Continuous	Z	Data	Derived	Unisex	2	1		Median z-statistic (in group-defined mask) for faces activation (in task fMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25046
25048						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI	106	Median BOLD effect (in group-defined mask) for faces-shapes contrast	32983	34277	Accruing	Continuous	percent	Data	Derived	Unisex	2	1		Median BOLD (blood-oxygen-level dependent) effect (in group-defined mask) for faces-shapes contrast (in task fMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25048
25050						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI	106	Median z-statistic (in group-defined mask) for faces-shapes contrast	32983	34277	Accruing	Continuous	Z	Data	Derived	Unisex	2	1		Median z-statistic (in group-defined mask) for faces-shapes contrast (in task fMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25050
25052						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI	106	Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast	32983	34277	Accruing	Continuous	percent	Data	Derived	Unisex	2	1		Median BOLD (blood-oxygen-level dependent) effect (in group-defined amygdala activation mask) for faces-shapes contrast (in task fMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25052
25054						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI	106	Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast	32983	34277	Accruing	Continuous	Z	Data	Derived	Unisex	2	1		Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast (in task fMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25054
25056						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in middle cerebellar peduncle on FA skeleton	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in middle cerebellar peduncle on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25056
25057						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in pontine crossing tract on FA skeleton	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in pontine crossing tract on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25057
25058						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in genu of corpus callosum on FA skeleton	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in genu of corpus callosum on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25058
25059						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in body of corpus callosum on FA skeleton	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in body of corpus callosum on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25059
25060						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in splenium of corpus callosum on FA skeleton	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in splenium of corpus callosum on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25060
25061						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in fornix on FA skeleton	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in fornix on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25061
25062						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in corticospinal tract on FA skeleton (right)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in corticospinal tract (right) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25062
25063						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in corticospinal tract on FA skeleton (left)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in corticospinal tract (left) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25063
25064						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in medial lemniscus on FA skeleton (right)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in medial lemniscus (right) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25064
25065						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in medial lemniscus on FA skeleton (left)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in medial lemniscus (left) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25065
25066						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in inferior cerebellar peduncle on FA skeleton (right)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in inferior cerebellar peduncle (right) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25066
25067						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in inferior cerebellar peduncle on FA skeleton (left)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in inferior cerebellar peduncle (left) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25067
25068						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in superior cerebellar peduncle on FA skeleton (right)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in superior cerebellar peduncle (right) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25068
25069						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in superior cerebellar peduncle on FA skeleton (left)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in superior cerebellar peduncle (left) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25069
25070						Yes - Continuous		UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean FA in cerebral peduncle on FA skeleton (right)	37519	38935	Accruing	Continuous	AU	Data	Derived	Unisex	2	1		Mean FA (fractional anisotropy) in cerebral peduncle (right) on FA skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25070
