FieldID	Field	action
41085	"Episodes containing """"""""""""""""Duration of episode"""""""""""""""" data"	removed
41086	"Episodes containing """"""""""""""""Episode order"""""""""""""""" data"	removed
41087	"Episodes containing """"""""""""""""Episode status"""""""""""""""" data"	removed
41088	"Episodes containing """"""""""""""""Duration of episode within HES data year"""""""""""""""" data"	removed
41089	"Episodes containing """"""""""""""""Beginning of spell indicator"""""""""""""""" data"	removed
41090	"Episodes containing """"""""""""""""End of spell indicator"""""""""""""""" data"	removed
41091	"Episodes containing """"""""""""""""Duration of spell"""""""""""""""" data"	removed
41092	"Episodes containing """"""""""""""""Current PCT responsible for patient"""""""""""""""" data"	removed
41093	"Episodes containing """"""""""""""""PCT where patients GP was registered"""""""""""""""" data"	removed
41094	"Episodes containing """"""""""""""""Administrative and legal status of patient"""""""""""""""" data"	removed
41095	"Episodes containing """"""""""""""""Date of decision to admit to hospital"""""""""""""""" data"	removed
41096	"Episodes containing """"""""""""""""Date of admission to hospital"""""""""""""""" data"	removed
41097	"Episodes containing """"""""""""""""Waiting time for hospital admission"""""""""""""""" data"	removed
41098	"Episodes containing """"""""""""""""Method of admission to hospital"""""""""""""""" data (polymorphic)"	removed
41099	"Episodes containing """"""""""""""""Source of admission to hospital"""""""""""""""" data (polymorphic)"	removed
41100	"Episodes containing """"""""""""""""First regular day or night of admission to hosp"""""""""""""""" data"	removed
41101	"Episodes containing """"""""""""""""Date of discharge from hospital"""""""""""""""" data"	removed
41102	"Episodes containing """"""""""""""""Method of discharge from hospital"""""""""""""""" data (polymorphic)"	removed
41103	"Episodes containing """"""""""""""""Destination on discharge from hospital"""""""""""""""" data (polymorphic)"	removed
41104	"Episodes containing """"""""""""""""External cause - ICD10"""""""""""""""" data"	removed
41105	"Episodes containing """"""""""""""""External cause - ICD10 addendum"""""""""""""""" data"	removed
41106	"Episodes containing """"""""""""""""Operation status"""""""""""""""" data"	removed
41107	"Episodes containing """"""""""""""""Duration of post-operative stay"""""""""""""""" data"	removed
41108	"Episodes containing """"""""""""""""Duration of pre-operative stay"""""""""""""""" data"	removed
41109	"Episodes containing """"""""""""""""Patient classification on admission"""""""""""""""" data (polymorphic)"	removed
41110	"Episodes containing """"""""""""""""Intended management of patient"""""""""""""""" data (polymorphic)"	removed
41111	"Episodes containing """"""""""""""""Main speciality of consultant"""""""""""""""" data (polymorphic)"	removed
41112	"Episodes containing """"""""""""""""Treatment speciality of consultant"""""""""""""""" data (polymorphic)"	removed
41113	"Episodes containing """"""""""""""""Date of first antenatal assessment"""""""""""""""" data"	removed
41114	"Episodes containing """"""""""""""""Gestation period at first antenatal assessment"""""""""""""""" data"	removed
41115	"Episodes containing """"""""""""""""Antenatal stay"""""""""""""""" data"	removed
41116	"Episodes containing """"""""""""""""Intended delivery place"""""""""""""""" data"	removed
41117	"Episodes containing """"""""""""""""Reason for changing delivery place"""""""""""""""" data"	removed
41118	"Episodes containing """"""""""""""""Anaesthetic administered during delivery"""""""""""""""" data"	removed
41119	"Episodes containing """"""""""""""""Anaesthetic administered post delivery"""""""""""""""" data"	removed
41120	"Episodes containing """"""""""""""""Delivery onset method"""""""""""""""" data"	removed
41121	"Episodes containing """"""""""""""""Number of babies delivered from single pregnancy"""""""""""""""" data"	removed
41122	"Episodes containing """"""""""""""""Postnatal stay"""""""""""""""" data"	removed
41123	"Episodes containing """"""""""""""""Level of neonatal care"""""""""""""""" data"	removed
41124	"Episodes containing """"""""""""""""Mother age on date of delivery"""""""""""""""" data"	removed
41125	"Episodes containing """"""""""""""""Number of previous pregnancies"""""""""""""""" data"	removed
41132	"Episodes containing """"""""""""""""Episode type"""""""""""""""" data"	removed
41142	"Episodes containing """"""""""""""""Diagnoses - main ICD10"""""""""""""""" data"	removed
41143	"Episodes containing """"""""""""""""Diagnoses - main ICD10 - addendum"""""""""""""""" data"	removed
41144	"Episodes containing """"""""""""""""Diagnoses - main ICD9"""""""""""""""" data"	removed
41146	"Episodes containing """"""""""""""""Operative procedure - main OPCS4"""""""""""""""" data"	removed
41148	"Episodes containing """"""""""""""""Date of operation"""""""""""""""" data"	removed
41236	"Episodes containing """"""""""""""""Method of admission to hospital"""""""""""""""" data (recoded)"	removed
41237	"Episodes containing """"""""""""""""Source of admission to hospital"""""""""""""""" data (recoded)"	removed
41238	"Episodes containing """"""""""""""""Method of discharge from hospital"""""""""""""""" data (recoded)"	removed
41239	"Episodes containing """"""""""""""""Destination on discharge from hospital"""""""""""""""" data (recoded)"	removed
41240	"Episodes containing """"""""""""""""Patient classification on admission"""""""""""""""" data (recoded)"	removed
41241	"Episodes containing """"""""""""""""Intended management of patient"""""""""""""""" data (recoded)"	removed
41242	"Episodes containing """"""""""""""""Main speciality of consultant"""""""""""""""" data (recoded)"	removed
41243	"Episodes containing """"""""""""""""Treatment speciality of consultant"""""""""""""""" data (recoded)"	removed
41252	"Episodes containing """"""""""""""""Inpatient record format"""""""""""""""" data"	removed
41254	"Episodes containing """"""""""""""""Inpatient record origin"""""""""""""""""	removed
41255	"Episodes containing """"""""""""""""Operative procedure - main OPCS3"""""""""""""""" data"	removed
41274	"Episodes containing """"""""""""""""Operative procedures - secondary OPCS3"""""""""""""""" data"	removed
